date,phone.number,transaction.amount
2022-08-01,8173344358,12
2022-08-01,5054763908,34
2022-08-01,4722999416,62
2022-08-01,5056133568,20
2022-08-01,5056444479,13
2022-08-01,5055658910,17
2022-08-01,9856527248,122
2022-08-01,8786810087,13
2022-08-01,8655819643,16
2022-08-01,9803031987,135
2022-08-01,4722098290,33
2022-08-01,5056963159,30
2022-08-01,9845450525,113
2022-08-01,5056445700,125
2022-08-01,4722979848,27
2022-08-01,5054129795,74
2022-08-01,5055881220,61
2022-08-01,8724927592,61
2022-08-01,9862527763,28
2022-08-01,5056963159,123
2022-08-01,7868297523,32
2022-08-02,9412587234,5
2022-08-02,5743253885,12
2022-08-02,8627259070,25
2022-08-02,5056445147,43
2022-08-02,5056167322,140
2022-08-02,5052040735,97
2022-08-02,9455480910,52
2022-08-02,8594720803,27
2022-08-02,9363130994,112
2022-08-02,9843654129,45
2022-08-02,5056180166,11
2022-08-02,5056462753,44
2022-08-02,7748551710,29
2022-08-02,9798031564,7
2022-08-02,8473165817,31
2022-08-02,4722574286,43
2022-08-02,4722634713,45
2022-08-02,5052040735,29
2022-08-02,4722147544,50
2022-08-02,6803809704,33
2022-08-02,5056469905,123
2022-08-02,6892033024,13
2022-08-02,8608666835,126
2022-08-02,5056387331,118
2022-08-02,7792446673,28
2022-08-02,9562228081,13
2022-08-02,9526484578,15
2022-08-02,5056448713,12
2022-08-02,9849688813,49
2022-08-02,5055541391,103
2022-08-02,7746798890,54
2022-08-02,4792334024,126
2022-08-02,9859732372,9
2022-08-02,5053561088,14
2022-08-02,7817584079,129
2022-08-02,7814342728,113
2022-08-02,9805019714,128
2022-08-02,5055420273,133
2022-08-03,5056463504,31
2022-08-03,5056461056,104
2022-08-03,5056294815,49
2022-08-03,7814342728,47
2022-08-03,9849825041,36
2022-08-03,9593309496,55
2022-08-03,5056040259,12
2022-08-03,6896531654,35
2022-08-03,5052648682,127
2022-08-03,8787009774,29
2022-08-03,6232102601,11
2022-08-03,9789963750,49
2022-08-03,5056465839,35
2022-08-03,8603746435,20
2022-08-03,9715688684,16
2022-08-03,4722498307,11
2022-08-03,7817854007,45
2022-08-03,5056443969,29
2022-08-03,9785852022,54
2022-08-03,9707126285,116
2022-08-03,9787346437,33
2022-08-03,4722634713,14
2022-08-03,5057260063,23
2022-08-03,5056449900,12
2022-08-03,4722836711,11
2022-08-03,5055202712,35
2022-08-03,9708150032,108
2022-08-03,5056325660,10
2022-08-03,8472548970,135
2022-08-03,7742261036,116
2022-08-03,5056716383,45
2022-08-03,5056678197,54
2022-08-03,5056340129,56
2022-08-03,9713086428,15
2022-08-03,8708179303,11
2022-08-03,2726514133,96
2022-08-03,9718238513,50
2022-08-03,5052053878,112
2022-08-03,5059321289,35
2022-08-03,7578133250,7
2022-08-03,8603277129,114
2022-08-03,5056263852,107
2022-08-03,5056827320,14
2022-08-04,5056805191,112
2022-08-04,5056160428,7
2022-08-04,9567600611,28
2022-08-04,5056828901,36
2022-08-04,4805885824,9
2022-08-04,5056443235,39
2022-08-04,8562932811,20
2022-08-04,5056573815,53
2022-08-04,6827079476,40
2022-08-04,9845001933,12
2022-08-04,8705538168,49
2022-08-04,9738433451,25
2022-08-04,5053984969,10
2022-08-04,9857992794,137
2022-08-04,4722207239,44
2022-08-04,5743884267,9
2022-08-04,9842556481,14
2022-08-04,5056827320,113
2022-08-04,9846925504,37
2022-08-04,9863131078,47
2022-08-04,6783423206,125
2022-08-04,9868085752,59
2022-08-04,6784155835,55
2022-08-04,5055227131,11
2022-08-04,9857992794,58
2022-08-04,4722964858,30
2022-08-04,7867982915,43
2022-08-04,8654419732,42
2022-08-05,9782507703,44
2022-08-05,5056847551,10
2022-08-05,5056441385,27
2022-08-05,9517995330,40
2022-08-05,8548741562,51
2022-08-05,9856846276,31
2022-08-05,5753590761,37
2022-08-05,5056444504,13
2022-08-05,8432616979,38
2022-08-05,9384002573,121
2022-08-05,9899204580,51
2022-08-05,7854954271,13
2022-08-05,8658102872,49
2022-08-05,5829086849,59
2022-08-05,5053806113,39
2022-08-05,5055974589,10
2022-08-05,8408187889,56
2022-08-05,5054787187,22
2022-08-05,5059015801,7
2022-08-05,4722574286,35
2022-08-05,5058336275,35
2022-08-05,5056220090,115
2022-08-05,8725797366,14
2022-08-05,9895023837,53
2022-08-05,5056442617,121
2022-08-05,9594881369,114
2022-08-05,9898601653,38
2022-08-05,8703583272,17
2022-08-05,4722979848,59
2022-08-05,5057224791,113
2022-08-05,4722788372,30
2022-08-05,4722739079,136
2022-08-05,8637335757,14
2022-08-05,9862674810,8
2022-08-05,9806549304,15
2022-08-05,9783216210,9
2022-08-06,5056504301,10
2022-08-06,5055568825,130
2022-08-06,4722234374,15
2022-08-06,8626483565,41
2022-08-06,8787009774,6
2022-08-06,9724045171,13
2022-08-06,5055822869,15
2022-08-06,7867352070,55
2022-08-06,4722336649,28
2022-08-06,5056469467,29
2022-08-06,5056467378,9
2022-08-06,9525270670,15
2022-08-06,5056617744,51
2022-08-06,9854370463,143
2022-08-06,5056466925,7
2022-08-06,8703583272,104
2022-08-06,5056167322,12
2022-08-06,9802872520,69
2022-08-06,5059350304,50
2022-08-06,5054787187,11
2022-08-06,4649787721,32
2022-08-06,9849688813,11
2022-08-06,5053401364,50
2022-08-06,9716034166,142
2022-08-06,7715121520,12
2022-08-06,4722521757,11
2022-08-06,9595391453,34
2022-08-06,7869982037,32
2022-08-06,5055541391,11
2022-08-06,8635569301,134
2022-08-06,4722130825,14
2022-08-06,5059933828,29
2022-08-06,5056444417,42
2022-08-06,8704589470,50
2022-08-06,8562932811,34
2022-08-06,9855311252,44
2022-08-06,5058216635,29
2022-08-06,5057559517,14
2022-08-06,5052733388,14
2022-08-06,4722113040,14
2022-08-06,5056573815,26
2022-08-06,5057213808,31
2022-08-06,6819987513,50
2022-08-06,5056625475,50
2022-08-06,8548741562,54
2022-08-06,5056442720,47
2022-08-07,7729919993,53
2022-08-07,8704402157,52
2022-08-07,8655667579,126
2022-08-07,4722855396,46
2022-08-07,9727110378,32
2022-08-07,9708150032,26
2022-08-07,9847374294,111
2022-08-07,5053988595,13
2022-08-07,8726577713,55
2022-08-07,5056449145,53
2022-08-07,9797517581,45
2022-08-07,4722756651,48
2022-08-07,4722964858,37
2022-08-07,5056598144,116
2022-08-07,5056635918,55
2022-08-07,6786887855,31
2022-08-07,8603746435,54
2022-08-07,9123255489,53
2022-08-07,5055107502,53
2022-08-07,5056445938,143
2022-08-07,4722093852,34
2022-08-07,5056791155,8
2022-08-07,8472548970,16
2022-08-07,5056467232,56
2022-08-07,5056864953,32
2022-08-07,5056444479,69
2022-08-07,9844103924,54
2022-08-07,8624347688,55
2022-08-07,4722448078,17
2022-08-07,8784879269,18
2022-08-07,5052947184,42
2022-08-07,5056467498,132
2022-08-07,4722836711,34
2022-08-07,7865475595,44
2022-08-07,5056461270,48
2022-08-07,5056441644,52
2022-08-07,8789518212,116
2022-08-07,8726216953,13
2022-08-07,5056468719,138
2022-08-07,5058612963,121
2022-08-07,5056387331,7
2022-08-07,6817436358,26
2022-08-08,7744633738,16
2022-08-08,5056257346,60
2022-08-08,8646513365,45
2022-08-08,4722463581,41
2022-08-08,5056463131,54
2022-08-08,5058321631,16
2022-08-08,8704402157,121
2022-08-08,5822475441,29
2022-08-08,9566386865,29
2022-08-08,8704661917,53
2022-08-08,4722628410,103
2022-08-08,4722782697,41
2022-08-08,4722605204,53
2022-08-08,5056449451,11
2022-08-08,5055881220,32
2022-08-08,7818811013,54
2022-08-08,5056465502,30
2022-08-08,5056847551,120
2022-08-08,4722096455,47
2022-08-08,4722419102,7
2022-08-08,5053984969,53
2022-08-08,7692330293,133
2022-08-08,5055634103,59
2022-08-08,9799201416,131
2022-08-08,9862737520,46
2022-08-08,5055974589,112
2022-08-08,4722386643,129
2022-08-08,5056462380,32
2022-08-08,9705328777,56
2022-08-08,7817584079,136
2022-08-08,9847606492,12
2022-08-08,9849954923,35
2022-08-08,7715121520,26
2022-08-08,9848508510,8
2022-08-08,9862216374,13
2022-08-08,4722867876,46
2022-08-08,5056976129,41
2022-08-09,5056391882,31
2022-08-09,4722692729,34
2022-08-09,5052059378,11
2022-08-09,9843122424,11
2022-08-09,9518694813,12
2022-08-09,5055822869,9
2022-08-09,5056867377,131
2022-08-09,9798051198,135
2022-08-09,5056444591,26
2022-08-09,9494334827,28
2022-08-09,9865799344,8
2022-08-09,4722336649,48
2022-08-09,8658102872,111
2022-08-09,9848800003,55
2022-08-09,5056523322,118
2022-08-09,5055974589,52
2022-08-09,5056329715,31
2022-08-09,5056443230,31
2022-08-09,5056446398,27
2022-08-09,9738351052,121
2022-08-09,4722448078,54
2022-08-09,6802531352,42
2022-08-09,5056461017,61
2022-08-09,7728158437,44
2022-08-09,9864155787,30
2022-08-09,9738433451,29
2022-08-09,9847007969,12
2022-08-09,9849202580,29
2022-08-09,5056442604,111
2022-08-09,9855893574,49
2022-08-09,5056976129,57
2022-08-09,5052733388,11
2022-08-09,8703761471,142
2022-08-09,8726715038,118
2022-08-10,5058119459,32
2022-08-10,9896611926,35
2022-08-10,8709176861,50
2022-08-10,6803809704,8
2022-08-10,9792036003,12
2022-08-10,5055396209,113
2022-08-10,4722268385,8
2022-08-10,5056445700,12
2022-08-10,3303910869,62
2022-08-10,5054328700,36
2022-08-10,9799412668,34
2022-08-10,9857156709,28
2022-08-10,7813457607,30
2022-08-10,9899104469,128
2022-08-10,5056440688,27
2022-08-10,8488836699,12
2022-08-10,5056635918,132
2022-08-10,8783375491,44
2022-08-10,5056447134,113
2022-08-10,4722967899,29
2022-08-10,7868297523,43
2022-08-10,9788280383,31
2022-08-10,8644636261,29
2022-08-10,5743253885,124
2022-08-10,9315733585,55
2022-08-10,4722071880,12
2022-08-10,8635569301,128
2022-08-10,5052436875,118
2022-08-10,9899257601,25
2022-08-10,9844103924,119
2022-08-10,5056500091,8
2022-08-10,9846925504,123
2022-08-10,5057900730,55
2022-08-10,5056469417,31
2022-08-10,5824037048,48
2022-08-11,8353574287,54
2022-08-11,5058001510,39
2022-08-11,5056336824,117
2022-08-11,5056533571,45
2022-08-11,5056387331,38
2022-08-11,8786876472,10
2022-08-11,5056461300,53
2022-08-11,5056448713,158
2022-08-11,9798137235,46
2022-08-11,5056220090,9
2022-08-11,9807634137,54
2022-08-11,9562359843,131
2022-08-11,4722480447,37
2022-08-11,5056460544,49
2022-08-11,7854954271,32
2022-08-11,5056440319,21
2022-08-11,4804532076,124
2022-08-11,4722339622,29
2022-08-11,5056443591,125
2022-08-11,4722422838,126
2022-08-11,7729919993,30
2022-08-11,4722331129,50
2022-08-11,9798051198,48
2022-08-11,5056240225,28
2022-08-11,5053457730,116
2022-08-11,7653733823,36
2022-08-11,8709251366,9
2022-08-11,7814342728,8
2022-08-11,4722921095,26
2022-08-11,4722756651,129
2022-08-11,4722520511,49
2022-08-11,5053401364,63
2022-08-11,5056440012,113
2022-08-11,5056446374,45
2022-08-11,4722268468,8
2022-08-11,9452435564,130
2022-08-11,5053312883,37
2022-08-12,4722593551,7
2022-08-12,8593431336,121
2022-08-12,9792036003,130
2022-08-12,8786876472,15
2022-08-12,5052022709,5
2022-08-12,9515829037,12
2022-08-12,8727295189,51
2022-08-12,8635569301,24
2022-08-12,4722581574,117
2022-08-12,9727391929,4
2022-08-12,5056468719,31
2022-08-12,5056753823,44
2022-08-12,7792446673,8
2022-08-12,5052566410,109
2022-08-12,4722197344,55
2022-08-12,8568043635,115
2022-08-12,5056469177,46
2022-08-12,4722881298,56
2022-08-12,9856239159,125
2022-08-12,8289117481,23
2022-08-12,8709176861,110
2022-08-12,5052490027,125
2022-08-12,5056468071,44
2022-08-12,5056443550,31
2022-08-12,5056462820,29
2022-08-12,5055107502,29
2022-08-12,8707958022,19
2022-08-12,9719060912,7
2022-08-12,8568043635,12
2022-08-12,4722315204,54
2022-08-12,9806622673,37
2022-08-12,9796883664,113
2022-08-12,9845450525,14
2022-08-12,5056963159,51
2022-08-12,9797619517,51
2022-08-12,9859214233,10
2022-08-13,9853301710,48
2022-08-13,9798137235,38
2022-08-13,9799201416,17
2022-08-13,5056461419,47
2022-08-13,4722921095,123
2022-08-13,5056934719,11
2022-08-13,8266951726,13
2022-08-13,5056468240,43
2022-08-13,9705455382,10
2022-08-13,8708179303,41
2022-08-13,9795546253,121
2022-08-13,7758509293,58
2022-08-13,5053268274,15
2022-08-13,9154269977,27
2022-08-13,9452435564,12
2022-08-13,9705328777,129
2022-08-13,9298582412,49
2022-08-13,5056137065,10
2022-08-13,5056463860,130
2022-08-13,4722426682,49
2022-08-13,9895023837,124
2022-08-13,7792446673,19
2022-08-13,5056808607,33
2022-08-13,9727110378,12
2022-08-13,4722179999,108
2022-08-13,5056464957,46
2022-08-13,5056006673,10
2022-08-14,5056443550,8
2022-08-14,9869684240,39
2022-08-14,4722045129,131
2022-08-14,4582355091,109
2022-08-14,5053561088,33
2022-08-14,5056263852,27
2022-08-14,9855030779,34
2022-08-14,9593309496,10
2022-08-14,5056443591,34
2022-08-14,4792334024,28
2022-08-14,5056210779,14
2022-08-14,5052615308,46
2022-08-14,5056444642,28
2022-08-14,9895768408,39
2022-08-14,7818635349,25
2022-08-14,5056137065,10
2022-08-14,9899104469,51
2022-08-14,4722788372,9
2022-08-14,5055302640,6
2022-08-14,9853485465,121
2022-08-14,5056469759,40
2022-08-14,5056789650,47
2022-08-14,4722574286,130
2022-08-14,5056919954,115
2022-08-14,5053230246,52
2022-08-14,7573200304,32
2022-08-15,5056845467,28
2022-08-15,5056751732,28
2022-08-15,4722821407,58
2022-08-15,5052422922,112
2022-08-15,8654419732,13
2022-08-15,5052733388,10
2022-08-15,8702617860,49
2022-08-15,8706003849,25
2022-08-15,5056625363,12
2022-08-15,9733750547,14
2022-08-15,9543110110,13
2022-08-15,5056340129,12
2022-08-15,4722459061,12
2022-08-15,5056446374,7
2022-08-15,4722566632,8
2022-08-15,9566996800,11
2022-08-15,9798137235,50
2022-08-15,5057543683,10
2022-08-15,9862737520,20
2022-08-15,4722836711,47
2022-08-15,5056449308,37
2022-08-15,5056137065,145
2022-08-15,5056072487,10
2022-08-15,7573200304,29
2022-08-15,9457670082,37
2022-08-15,5056584192,54
2022-08-15,5055202712,9
2022-08-15,4722975574,28
2022-08-15,6783298750,122
2022-08-15,4722730486,10
2022-08-15,7863392224,27
2022-08-15,5056631870,26
2022-08-15,4649787721,25
2022-08-15,4722376069,60
2022-08-15,5056340129,11
2022-08-15,9807560102,34
2022-08-16,4722149556,103
2022-08-16,7705752126,60
2022-08-16,7752044361,51
2022-08-16,9849202580,13
2022-08-16,8788190657,31
2022-08-16,5056148303,14
2022-08-16,5054787187,13
2022-08-16,9405171480,104
2022-08-16,5056051746,24
2022-08-16,7862910924,27
2022-08-16,5055396209,45
2022-08-16,4722090019,11
2022-08-16,5053512521,15
2022-08-16,6806723465,122
2022-08-16,9899257601,122
2022-08-16,5056461814,29
2022-08-16,9808380500,7
2022-08-16,7798000260,31
2022-08-16,7859476951,2
2022-08-16,6782073335,44
2022-08-16,5052067155,138
2022-08-16,5053984969,14
2022-08-16,8656921081,43
2022-08-16,9514696926,45
2022-08-16,9733750547,105
2022-08-16,2726514133,121
2022-08-16,5056445614,32
2022-08-16,5056464539,125
2022-08-17,8657820870,36
2022-08-17,5056864953,144
2022-08-17,5056462878,46
2022-08-17,5056444038,10
2022-08-17,4722687535,35
2022-08-17,8782434743,51
2022-08-17,5056967852,11
2022-08-17,9806622673,31
2022-08-17,9715688684,32
2022-08-17,4722188387,118
2022-08-17,5056072487,9
2022-08-17,4722574286,129
2022-08-17,4722023267,50
2022-08-17,8579966579,105
2022-08-17,9384002573,119
2022-08-17,4722376069,121
2022-08-17,5056631870,24
2022-08-17,5056573815,27
2022-08-17,5056026924,7
2022-08-17,5057543683,16
2022-08-17,5056919954,29
2022-08-17,4722056329,13
2022-08-17,2819635082,12
2022-08-17,7728158437,34
2022-08-17,9298582412,53
2022-08-17,5056441445,45
2022-08-17,9854191807,132
2022-08-17,8543590741,42
2022-08-17,5056182408,41
2022-08-17,5059015801,34
2022-08-18,9869648404,10
2022-08-18,8624347688,15
2022-08-18,5055658910,8
2022-08-18,8624347688,40
2022-08-18,5056443282,41
2022-08-18,5056469467,40
2022-08-18,5052020089,39
2022-08-18,8783449209,11
2022-08-18,9785174934,57
2022-08-18,9515829037,11
2022-08-18,5052422922,12
2022-08-18,9599034385,35
2022-08-18,5056564038,6
2022-08-18,4722964858,30
2022-08-18,5056440688,13
2022-08-18,6802517439,37
2022-08-18,9845234942,66
2022-08-18,4722998543,27
2022-08-18,9852215749,111
2022-08-18,8635440489,42
2022-08-18,4722498307,106
2022-08-18,8606038792,153
2022-08-18,4722782697,27
2022-08-18,5057413596,8
2022-08-18,5056566682,27
2022-08-18,5056336181,109
2022-08-18,9514833652,48
2022-08-18,5056440810,127
2022-08-18,8705538168,6
2022-08-18,4722870612,112
2022-08-18,9846728558,9
2022-08-18,5056024646,14
2022-08-18,5056467498,32
2022-08-18,7862740737,120
2022-08-18,5056468932,118
2022-08-18,9797517581,22
2022-08-19,9547452524,29
2022-08-19,9847007969,33
2022-08-19,9298582412,116
2022-08-19,9799201416,119
2022-08-19,4722442610,110
2022-08-19,5053582746,7
2022-08-19,5056445543,41
2022-08-19,5057011953,46
2022-08-19,4722954225,94
2022-08-19,5053988595,14
2022-08-19,8728771482,124
2022-08-19,5743253885,49
2022-08-19,5056449900,25
2022-08-19,9895922699,12
2022-08-19,5052764407,42
2022-08-19,4722185576,54
2022-08-19,6806723465,10
2022-08-19,8636926809,27
2022-08-19,4722913394,59
2022-08-19,7728158437,19
2022-08-19,5056713240,41
2022-08-19,9517995330,21
2022-08-19,4722231225,16
2022-08-19,5057417101,18
2022-08-19,5057458090,50
2022-08-19,5056862245,11
2022-08-19,5056449900,49
2022-08-19,8646513365,138
2022-08-19,5056440524,27
2022-08-19,4722520511,133
2022-08-19,4722023722,60
2022-08-19,9713086428,10
2022-08-19,5056448812,11
2022-08-19,8786876472,52
2022-08-20,9727110378,125
2022-08-20,4722855158,7
2022-08-20,8726577713,18
2022-08-20,9792673180,30
2022-08-20,5056465290,114
2022-08-20,9852344948,110
2022-08-20,5058119459,26
2022-08-20,7698972615,27
2022-08-20,5056443591,20
2022-08-20,7817901873,26
2022-08-20,9792673180,129
2022-08-20,7405528201,37
2022-08-20,9724045171,63
2022-08-20,4722964858,30
2022-08-20,5824037048,13
2022-08-20,5056210779,124
2022-08-20,8728477994,30
2022-08-20,9868953270,53
2022-08-20,5057543683,126
2022-08-20,5056815783,15
2022-08-20,8604335787,11
2022-08-20,5056976129,28
2022-08-20,9853831966,120
2022-08-20,5056336181,32
2022-08-20,5056598144,28
2022-08-20,9868085752,6
2022-08-20,4722096455,37
2022-08-20,9897004355,30
2022-08-20,5056824574,10
2022-08-20,5056448723,10
2022-08-20,4722656338,47
2022-08-20,7854309842,14
2022-08-20,7867352070,12
2022-08-20,5055541391,59
2022-08-20,5056584192,28
2022-08-20,5056442237,11
2022-08-20,6786887855,30
2022-08-20,5056444574,107
2022-08-20,7862740737,30
2022-08-20,5055403544,52
2022-08-20,9862216374,11
2022-08-20,9899104469,54
2022-08-20,9807210493,33
2022-08-20,5056462249,115
2022-08-20,5055658910,134
2022-08-21,9843122424,98
2022-08-21,5053230246,7
2022-08-21,9412587234,49
2022-08-21,8657820870,30
2022-08-21,5056443939,37
2022-08-21,4722855158,102
2022-08-21,5056808607,106
2022-08-21,5056460544,25
2022-08-21,9842495790,29
2022-08-21,9567600611,71
2022-08-21,6782073335,113
2022-08-21,5058001510,54
2022-08-21,5053754400,53
2022-08-21,5056442617,53
2022-08-21,7544069763,135
2022-08-21,9808380500,55
2022-08-21,4722557805,120
2022-08-21,7748551710,140
2022-08-21,5052354031,112
2022-08-21,4722730486,35
2022-08-21,5056469467,28
2022-08-21,5056318521,11
2022-08-21,5056800833,129
2022-08-21,5056449363,13
2022-08-21,5052422922,42
2022-08-21,5056339320,26
2022-08-21,5864434872,121
2022-08-21,8624347688,12
2022-08-21,8653080324,32
2022-08-21,8726216953,115
2022-08-21,5056461546,16
2022-08-21,5055684089,118
2022-08-21,5056447799,11
2022-08-21,9708810068,49
2022-08-21,5055403544,136
2022-08-21,5056440688,48
2022-08-22,5054758941,119
2022-08-22,9363130994,29
2022-08-22,9848508510,36
2022-08-22,4722339622,13
2022-08-22,4722339622,48
2022-08-22,9793360336,122
2022-08-22,9853831966,120
2022-08-22,5056461814,117
2022-08-22,4479757722,26
2022-08-22,4722028201,34
2022-08-22,9716034166,14
2022-08-22,5056448812,36
2022-08-22,5056442604,51
2022-08-22,8726577713,24
2022-08-22,9708150032,15
2022-08-22,8658102872,13
2022-08-22,5056444591,25
2022-08-22,5056463151,11
2022-08-22,9807311395,8
2022-08-22,5057224791,54
2022-08-22,5056137065,109
2022-08-22,5058119459,37
2022-08-22,5059350304,28
2022-08-22,9807634137,133
2022-08-22,9857992794,9
2022-08-22,9862527763,34
2022-08-22,9859732372,13
2022-08-22,6609896679,138
2022-08-22,9852981332,7
2022-08-22,5056441445,40
2022-08-23,5056137065,32
2022-08-23,5053806113,5
2022-08-23,6893315237,114
2022-08-23,5056563382,54
2022-08-23,9848800003,28
2022-08-23,9474184225,29
2022-08-23,4722744821,111
2022-08-23,5052566410,41
2022-08-23,4722788372,33
2022-08-23,5056318521,114
2022-08-23,9712455532,27
2022-08-23,9709140996,9
2022-08-23,4722788372,37
2022-08-23,7817584079,12
2022-08-23,5724591181,125
2022-08-23,5056805191,28
2022-08-23,5056647985,134
2022-08-23,5056117346,39
2022-08-23,5056133568,141
2022-08-23,9869512460,126
2022-08-23,5056440123,120
2022-08-23,5057097743,30
2022-08-23,9895433784,123
2022-08-23,5055405305,30
2022-08-23,8783375491,129
2022-08-23,5056462820,122
2022-08-23,9849648270,42
2022-08-23,9895922699,53
2022-08-23,4722634713,134
2022-08-23,5056845467,47
2022-08-23,9802597919,15
2022-08-23,9708150032,12
2022-08-23,4722655865,37
2022-08-23,9899204580,10
2022-08-23,4722863005,38
2022-08-23,5056072487,115
2022-08-23,8563972506,11
2022-08-23,9865574138,24
2022-08-23,8706183940,33
2022-08-24,8635569301,127
2022-08-24,5056976129,32
2022-08-24,4722459061,130
2022-08-24,5057417101,11
2022-08-24,8788190657,120
2022-08-24,8653080324,49
2022-08-24,9514696926,12
2022-08-24,9705455382,113
2022-08-24,8654419732,134
2022-08-24,5052648682,10
2022-08-24,9863029859,10
2022-08-24,7859476951,49
2022-08-24,5056447134,92
2022-08-24,4722093852,35
2022-08-24,5055568825,103
2022-08-24,4722185576,145
2022-08-24,5056467378,143
2022-08-24,6232102601,10
2022-08-24,5056463151,130
2022-08-24,5056180166,38
2022-08-24,5056443235,138
2022-08-24,4722204721,106
2022-08-24,4722954225,99
2022-08-24,5053988595,42
2022-08-24,5053153263,12
2022-08-24,8353574287,21
2022-08-24,8726714262,133
2022-08-24,4722999416,31
2022-08-24,9859732372,30
2022-08-24,9896611926,47
2022-08-24,7707660942,32
2022-08-24,5052566410,134
2022-08-24,6609896679,122
2022-08-24,4722909395,58
2022-08-25,7715121520,28
2022-08-25,5056445700,11
2022-08-25,2836865655,11
2022-08-25,7653651963,46
2022-08-25,6674729796,16
2022-08-25,7748551710,13
2022-08-25,9865799344,45
2022-08-25,9845450525,139
2022-08-25,5059539653,31
2022-08-25,5056443133,114
2022-08-25,4722687535,34
2022-08-25,7712571914,122
2022-08-25,5056469417,34
2022-08-25,7728158437,55
2022-08-25,8579966579,11
2022-08-25,9566170631,15
2022-08-25,5056808607,117
2022-08-25,6609896679,111
2022-08-25,5059174272,8
2022-08-25,5056444206,114
2022-08-25,5054129795,23
2022-08-25,9864486163,25
2022-08-25,8604335787,31
2022-08-25,5056444574,41
2022-08-25,5056440810,12
2022-08-26,7867350815,63
2022-08-26,4722855158,131
2022-08-26,4722090019,58
2022-08-26,7868297523,135
2022-08-26,5053408820,120
2022-08-26,5055568825,50
2022-08-26,7573680908,47
2022-08-26,5056442237,47
2022-08-26,6146133093,113
2022-08-26,5056716383,64
2022-08-26,5052615308,119
2022-08-26,5056440244,34
2022-08-26,8657422251,54
2022-08-26,4722782697,133
2022-08-26,4722093852,51
2022-08-26,9859732372,12
2022-08-26,9298582412,35
2022-08-26,5056443133,14
2022-08-26,4722869536,12
2022-08-26,4722521757,51
2022-08-26,9842011887,119
2022-08-26,4722336649,39
2022-08-26,9792036003,14
2022-08-26,9843122424,13
2022-08-26,5056467685,33
2022-08-26,8472548970,133
2022-08-26,4722315204,36
2022-08-26,5056445543,59
2022-08-26,4722742993,50
2022-08-26,5056815783,28
2022-08-26,5056462980,45
2022-08-26,4792578609,130
2022-08-26,9844559823,9
2022-08-26,4722112064,25
2022-08-26,4722923974,121
2022-08-26,4722197344,30
2022-08-26,5056899365,112
2022-08-26,8782714577,26
2022-08-27,5056566682,10
2022-08-27,9797517581,50
2022-08-27,8707035138,124
2022-08-27,5824037048,62
2022-08-27,4722616762,116
2022-08-27,8568043635,12
2022-08-27,5056468932,7
2022-08-27,4722687535,41
2022-08-27,9785174934,112
2022-08-27,8656921081,10
2022-08-27,5056617744,132
2022-08-27,9782507703,133
2022-08-27,5056447134,99
2022-08-27,5058336275,15
2022-08-27,4722280250,37
2022-08-27,5056466959,106
2022-08-27,4722442610,123
2022-08-27,5056136467,13
2022-08-27,8788190657,52
2022-08-27,8706003849,23
2022-08-27,4722739079,129
2022-08-27,8455912314,5
2022-08-27,5056468071,7
2022-08-27,8783375491,13
2022-08-27,5056462249,9
2022-08-27,5056467378,42
2022-08-27,5056461056,34
2022-08-27,9364883207,11
2022-08-27,5824037048,117
2022-08-27,7814342728,126
2022-08-27,9868876840,108
2022-08-27,9807103355,13
2022-08-27,5056469759,12
2022-08-27,9517995330,124
2022-08-27,9719290823,122
2022-08-27,5056635918,129
2022-08-28,5056934719,26
2022-08-28,8658296487,28
2022-08-28,9793360336,9
2022-08-28,5052764407,130
2022-08-28,9526484578,119
2022-08-28,8704589470,15
2022-08-28,5055420273,67
2022-08-28,8657820870,121
2022-08-28,8629582694,30
2022-08-28,5056542907,58
2022-08-28,5052067155,32
2022-08-28,5056858439,30
2022-08-28,5056294815,130
2022-08-28,8637335757,45
2022-08-28,5056443230,27
2022-08-28,4722943405,7
2022-08-28,8728477994,9
2022-08-28,8603750814,17
2022-08-28,8788190657,62
2022-08-28,4722821407,33
2022-08-28,5056631870,130
2022-08-28,5056468417,52
2022-08-28,9802872520,55
2022-08-28,8568043635,35
2022-08-28,9786636946,55
2022-08-28,9705455382,37
2022-08-28,4722268468,59
2022-08-28,5056468932,57
2022-08-28,5056462980,25
2022-08-28,4722268385,45
2022-08-29,9868085752,43
2022-08-29,5056963159,52
2022-08-29,5056445700,11
2022-08-29,7868218519,29
2022-08-29,9868940946,124
2022-08-29,9494334827,10
2022-08-29,9843122424,32
2022-08-29,5056160428,10
2022-08-29,9857807495,124
2022-08-29,9518694813,29
2022-08-29,4722093852,40
2022-08-29,4582355091,37
2022-08-29,9366601302,7
2022-08-29,5056467232,10
2022-08-29,7638992703,46
2022-08-29,9804827046,129
2022-08-29,5056445511,52
2022-08-29,5052053878,10
2022-08-29,9798966279,49
2022-08-29,9862394094,41
2022-08-29,5056824574,50
2022-08-29,5056443133,35
2022-08-29,5052053878,125
2022-08-29,9862737520,27
2022-08-29,5805389207,25
2022-08-29,7627390257,54
2022-08-29,8728475548,22
2022-08-29,4722130825,110
2022-08-29,5056440810,10
2022-08-29,5056443969,18
2022-08-29,8726715038,117
2022-08-29,7817854007,126
2022-08-29,5055867117,25
2022-08-29,5056179465,38
2022-08-29,9895023837,11
2022-08-30,5056441644,31
